Timestamp,Filetype,City,District,KPIType,KPI Name,Result
25.11.2020 12:8,requests,Essen,Rüttenscheid,KPI 5,Count unfurnished,17
25.11.2020 12:8,requests,Essen,Borbeck,KPI 1,Average price,361.75
25.11.2020 12:8,requests,Essen,Borbeck,KPI 2,Average size,13.454545454545455
25.11.2020 12:8,requests,Essen,Borbeck,KPI 3,Average €/qm,28.61363636363637
25.11.2020 12:8,requests,Essen,Borbeck,KPI 4,Count furnished,6
25.11.2020 12:8,requests,Essen,Borbeck,KPI 5,Count unfurnished,15
25.11.2020 12:8,requests,Essen,Bredeney,KPI 1,Average price,377.85714285714283
25.11.2020 12:8,requests,Essen,Bredeney,KPI 2,Average size,13.333333333333334
25.11.2020 12:8,requests,Essen,Bredeney,KPI 3,Average €/qm,31.090277777777786
25.11.2020 12:8,requests,Essen,Bredeney,KPI 4,Count furnished,7
25.11.2020 12:8,requests,Essen,Bredeney,KPI 5,Count unfurnished,15
25.11.2020 12:8,requests,Essen,Kettwig,KPI 1,Average price,368.3333333333333
25.11.2020 12:8,requests,Essen,Kettwig,KPI 2,Average size,13.75
25.11.2020 12:8,requests,Essen,Kettwig,KPI 3,Average €/qm,28.680147058823533
25.11.2020 12:8,requests,Essen,Kettwig,KPI 4,Count furnished,7
25.11.2020 12:8,requests,Essen,Kettwig,KPI 5,Count unfurnished,15
25.11.2020 12:8,requests,Essen,Schonnebeck,KPI 1,Average price,361.75
25.11.2020 12:8,requests,Essen,Schonnebeck,KPI 2,Average size,13.454545454545455
25.11.2020 12:8,requests,Essen,Schonnebeck,KPI 3,Average €/qm,28.61363636363637
25.11.2020 12:8,requests,Essen,Schonnebeck,KPI 4,Count furnished,6
25.11.2020 12:8,requests,Essen,Schonnebeck,KPI 5,Count unfurnished,15
25.11.2020 12:8,requests,Essen,Rellinghausen,KPI 1,Average price,361.75
25.11.2020 12:8,requests,Essen,Rellinghausen,KPI 2,Average size,13.454545454545455
25.11.2020 12:8,requests,Essen,Rellinghausen,KPI 3,Average €/qm,28.61363636363637
25.11.2020 12:8,requests,Essen,Rellinghausen,KPI 4,Count furnished,6
25.11.2020 12:8,requests,Essen,Rellinghausen,KPI 5,Count unfurnished,15
25.11.2020 12:8,requests,Essen,Kupferdreh,KPI 1,Average price,361.75
25.11.2020 12:8,requests,Essen,Kupferdreh,KPI 2,Average size,13.454545454545455
25.11.2020 12:8,requests,Essen,Kupferdreh,KPI 3,Average €/qm,28.61363636363637
25.11.2020 12:8,requests,Essen,Kupferdreh,KPI 4,Count furnished,6
25.11.2020 12:8,requests,Essen,Kupferdreh,KPI 5,Count unfurnished,15
25.11.2020 12:8,requests,Essen,Kray,KPI 1,Average price,363.57142857142856
25.11.2020 12:8,requests,Essen,Kray,KPI 2,Average size,13.333333333333334
25.11.2020 12:8,requests,Essen,Kray,KPI 3,Average €/qm,29.006944444444446
25.11.2020 12:8,requests,Essen,Kray,KPI 4,Count furnished,6
25.11.2020 12:8,requests,Essen,Kray,KPI 5,Count unfurnished,16
25.11.2020 12:8,requests,Essen,Steele,KPI 1,Average price,363.57142857142856
25.11.2020 12:8,requests,Essen,Steele,KPI 2,Average size,13.333333333333334
25.11.2020 12:8,requests,Essen,Steele,KPI 3,Average €/qm,29.006944444444446
25.11.2020 12:8,requests,Essen,Steele,KPI 4,Count furnished,6
25.11.2020 12:8,requests,Essen,Steele,KPI 5,Count unfurnished,16
25.11.2020 12:8,requests,Essen,Heisingen,KPI 1,Average price,361.75
25.11.2020 12:8,requests,Essen,Heisingen,KPI 2,Average size,13.454545454545455
25.11.2020 12:8,requests,Essen,Heisingen,KPI 3,Average €/qm,28.61363636363637
25.11.2020 12:8,requests,Essen,Heisingen,KPI 4,Count furnished,6
25.11.2020 12:8,requests,Essen,Heisingen,KPI 5,Count unfurnished,15
25.11.2020 12:8,requests,Essen,Bergerhausen,KPI 1,Average price,363.57142857142856
25.11.2020 12:8,requests,Essen,Bergerhausen,KPI 2,Average size,13.454545454545455
25.11.2020 12:8,requests,Essen,Bergerhausen,KPI 3,Average €/qm,28.61363636363637
25.11.2020 12:8,requests,Essen,Bergerhausen,KPI 4,Count furnished,7
25.11.2020 12:8,requests,Essen,Bergerhausen,KPI 5,Count unfurnished,15
25.11.2020 12:8,requests,Essen,Holsterhausen,KPI 1,Average price,383.65384615384613
25.11.2020 12:8,requests,Essen,Holsterhausen,KPI 2,Average size,13.6
25.11.2020 12:8,requests,Essen,Holsterhausen,KPI 3,Average €/qm,30.83300653594772
25.11.2020 12:8,requests,Essen,Holsterhausen,KPI 4,Count furnished,10
25.11.2020 12:8,requests,Essen,Holsterhausen,KPI 5,Count unfurnished,17
25.11.2020 12:8,requests,Essen,Margarethenhöhe,KPI 1,Average price,361.75
25.11.2020 12:8,requests,Essen,Margarethenhöhe,KPI 2,Average size,13.454545454545455
25.11.2020 12:8,requests,Essen,Margarethenhöhe,KPI 3,Average €/qm,28.61363636363637
25.11.2020 12:8,requests,Essen,Margarethenhöhe,KPI 4,Count furnished,6
25.11.2020 12:8,requests,Essen,Margarethenhöhe,KPI 5,Count unfurnished,15
25.11.2020 12:8,requests,Essen,Werden,KPI 1,Average price,368.3333333333333
25.11.2020 12:8,requests,Essen,Werden,KPI 2,Average size,13.75
25.11.2020 12:8,requests,Essen,Werden,KPI 3,Average €/qm,28.680147058823533
25.11.2020 12:8,requests,Essen,Werden,KPI 4,Count furnished,7
25.11.2020 12:8,requests,Essen,Werden,KPI 5,Count unfurnished,15
25.11.2020 12:8,requests,Essen,Südviertel,KPI 1,Average price,350.0
25.11.2020 12:8,requests,Essen,Südviertel,KPI 2,Average size,25.0
25.11.2020 12:8,requests,Essen,Südviertel,KPI 3,Average €/qm,14.0
25.11.2020 12:8,requests,Essen,Südviertel,KPI 4,Count furnished,1
25.11.2020 12:8,requests,Essen,Südviertel,KPI 5,Count unfurnished,0
25.11.2020 12:8,requests,Essen,Freisenbruch,KPI 1,Average price,361.75
25.11.2020 12:8,requests,Essen,Freisenbruch,KPI 2,Average size,13.454545454545455
25.11.2020 12:8,requests,Essen,Freisenbruch,KPI 3,Average €/qm,28.61363636363637
25.11.2020 12:8,requests,Essen,Freisenbruch,KPI 4,Count furnished,6
25.11.2020 12:8,requests,Essen,Freisenbruch,KPI 5,Count unfurnished,15
25.11.2020 12:8,requests,Essen,Altendorf,KPI 1,Average price,361.75
25.11.2020 12:8,requests,Essen,Altendorf,KPI 2,Average size,13.454545454545455
25.11.2020 12:8,requests,Essen,Altendorf,KPI 3,Average €/qm,28.61363636363637
25.11.2020 12:8,requests,Essen,Altendorf,KPI 4,Count furnished,6
25.11.2020 12:8,requests,Essen,Altendorf,KPI 5,Count unfurnished,15
25.11.2020 12:8,requests,Essen,Katernberg,KPI 1,Average price,361.75
25.11.2020 12:8,requests,Essen,Katernberg,KPI 2,Average size,13.454545454545455
25.11.2020 12:8,requests,Essen,Katernberg,KPI 3,Average €/qm,28.61363636363637
25.11.2020 12:8,requests,Essen,Katernberg,KPI 4,Count furnished,6
25.11.2020 12:8,requests,Essen,Katernberg,KPI 5,Count unfurnished,15
25.11.2020 12:8,requests,Wuppertal,Barmen,KPI 1,Average price,356.875
25.11.2020 12:8,requests,Wuppertal,Barmen,KPI 2,Average size,15.0
25.11.2020 12:8,requests,Wuppertal,Barmen,KPI 3,Average €/qm,29.35185185185185
25.11.2020 12:8,requests,Wuppertal,Barmen,KPI 4,Count furnished,4
25.11.2020 12:8,requests,Wuppertal,Barmen,KPI 5,Count unfurnished,4
25.11.2020 12:8,requests,Wuppertal,Beyenburg,KPI 1,Average price,346.42857142857144
25.11.2020 12:8,requests,Wuppertal,Beyenburg,KPI 2,Average size,13.5
25.11.2020 12:8,requests,Wuppertal,Beyenburg,KPI 3,Average €/qm,32.083333333333336
25.11.2020 12:8,requests,Wuppertal,Beyenburg,KPI 4,Count furnished,4
25.11.2020 12:8,requests,Wuppertal,Beyenburg,KPI 5,Count unfurnished,3
25.11.2020 12:8,requests,Wuppertal,Cronenberg,KPI 1,Average price,340.625
25.11.2020 12:8,requests,Wuppertal,Cronenberg,KPI 2,Average size,59.0
25.11.2020 12:8,requests,Wuppertal,Cronenberg,KPI 3,Average €/qm,22.055555555555557
25.11.2020 12:8,requests,Wuppertal,Cronenberg,KPI 4,Count furnished,5
25.11.2020 12:8,requests,Wuppertal,Cronenberg,KPI 5,Count unfurnished,3
25.11.2020 12:8,requests,Wuppertal,Elberfeld,KPI 1,Average price,359.54545454545456
25.11.2020 12:8,requests,Wuppertal,Elberfeld,KPI 2,Average size,41.6
25.11.2020 12:8,requests,Wuppertal,Elberfeld,KPI 3,Average €/qm,24.934188034188033
25.11.2020 12:8,requests,Wuppertal,Elberfeld,KPI 4,Count furnished,5
25.11.2020 12:8,requests,Wuppertal,Elberfeld,KPI 5,Count unfurnished,6
25.11.2020 12:8,requests,Wuppertal,Langerfeld,KPI 1,Average price,346.42857142857144
25.11.2020 12:8,requests,Wuppertal,Langerfeld,KPI 2,Average size,13.5
25.11.2020 12:8,requests,Wuppertal,Langerfeld,KPI 3,Average €/qm,32.083333333333336
25.11.2020 12:8,requests,Wuppertal,Langerfeld,KPI 4,Count furnished,4
25.11.2020 12:8,requests,Wuppertal,Langerfeld,KPI 5,Count unfurnished,3
25.11.2020 12:8,requests,Wuppertal,Remscheid,KPI 1,Average price,346.42857142857144
25.11.2020 12:8,requests,Wuppertal,Remscheid,KPI 2,Average size,13.5
25.11.2020 12:8,requests,Wuppertal,Remscheid,KPI 3,Average €/qm,32.083333333333336
25.11.2020 12:8,requests,Wuppertal,Remscheid,KPI 4,Count furnished,4
25.11.2020 12:8,requests,Wuppertal,Remscheid,KPI 5,Count unfurnished,3
25.11.2020 12:8,requests,Wuppertal,Ronsdorf,KPI 1,Average price,346.42857142857144
25.11.2020 12:8,requests,Wuppertal,Ronsdorf,KPI 2,Average size,13.5
25.11.2020 12:8,requests,Wuppertal,Ronsdorf,KPI 3,Average €/qm,32.083333333333336
25.11.2020 12:8,requests,Wuppertal,Ronsdorf,KPI 4,Count furnished,4
25.11.2020 12:8,requests,Wuppertal,Ronsdorf,KPI 5,Count unfurnished,3
25.11.2020 12:8,requests,Wuppertal,Schwelm,KPI 1,Average price,346.42857142857144
25.11.2020 12:8,requests,Wuppertal,Schwelm,KPI 2,Average size,13.5
25.11.2020 12:8,requests,Wuppertal,Schwelm,KPI 3,Average €/qm,32.083333333333336
25.11.2020 12:8,requests,Wuppertal,Schwelm,KPI 4,Count furnished,4
25.11.2020 12:8,requests,Wuppertal,Schwelm,KPI 5,Count unfurnished,3
25.11.2020 12:8,requests,Wuppertal,Vohwinkel,KPI 1,Average price,346.42857142857144
25.11.2020 12:8,requests,Wuppertal,Vohwinkel,KPI 2,Average size,13.5
25.11.2020 12:8,requests,Wuppertal,Vohwinkel,KPI 3,Average €/qm,32.083333333333336
25.11.2020 12:8,requests,Wuppertal,Vohwinkel,KPI 4,Count furnished,4
25.11.2020 12:8,requests,Wuppertal,Vohwinkel,KPI 5,Count unfurnished,3
25.11.2020 12:8,requests,Wuppertal,Keine Ahnung,KPI 1,Average price,nan
25.11.2020 12:8,requests,Wuppertal,Keine Ahnung,KPI 2,Average size,10.0
25.11.2020 12:8,requests,Wuppertal,Keine Ahnung,KPI 3,Average €/qm,nan
25.11.2020 12:8,requests,Wuppertal,Keine Ahnung,KPI 4,Count furnished,1
25.11.2020 12:8,requests,Wuppertal,Keine Ahnung,KPI 5,Count unfurnished,0
25.11.2020 12:8,requests,Wuppertal,So zentral wie möglich,KPI 1,Average price,450.0
25.11.2020 12:8,requests,Wuppertal,So zentral wie möglich,KPI 2,Average size,13.0
25.11.2020 12:8,requests,Wuppertal,So zentral wie möglich,KPI 3,Average €/qm,34.615384615384606
25.11.2020 12:8,requests,Wuppertal,So zentral wie möglich,KPI 4,Count furnished,0
25.11.2020 12:8,requests,Wuppertal,So zentral wie möglich,KPI 5,Count unfurnished,1
